,docid,firstpub,date,birthdate,recept,genretags,enumcron,nationality,gender,author,title
1623,mdp.39015063977204,1812,1812,1812,,fic,v.3,,female,"Stuart, Augusta Amelia.",Cava of Toledo;
1624,uiuo.ark+=13960=t7jq1gs3v,1812,1812,1812,,fic,v.5,,female,"Edgeworth, Maria,",Tales of fashionable life
1625,nyp.33433075723415,1812,1812,1812,,fic,v. 1,,unknown,"Watson,","Rosamund, countess of Clarenstein"
1626,uc1.b287477,1812,1812,1812,,fic,v. 1,,female,"Opie, Amelia Alderson,",Temper
1627,uiuo.ark+=13960=t5n87wh6v,1812,1812,1812,,fic,v.2,,female,"Stanhope, Louisa Sidney.",The confessional of Valombre
1628,njp.32101068176435,1812,1812,1812,,fic,vol.3,,unknown,"Castigator, pseud.",Notoriety
1629,uc1.b286471,1812,1812,1812,,fic,,,unknown,,"Alexis, the tyrant of the East;"
1630,njp.32101007962523,1812,1812,1812,,fic,,,male,"Brooke, Henry,","The history of Henry, earl of Moreland"
1631,uc1.b3506119,1812,1812,1812,,bio,v.1:1,,male,"Baker, David Erskine,",Biographia dramatica
1632,uc2.ark+=13960=t4pk0fn96,1812,1812,1812,,bio,v.08,,male,"Chalmers, Alexander,",The general biographical dictionary
1633,loc.ark+=13960=t1mg7pg15,1812,1812,1812,,bio,<blank>,,unknown,"[Raguet, Condy],","A masonic oration on the death of Brother William S. Bush, lieutenant of marines, who was killed on board the frigate Constitution, during her engagement with the British frigate Guerrier, on the 19th August, 1812"
1634,uc2.ark+=13960=t52f7sg73,1812,1812,1812,,bio,v.02,,male,"Chalmers, Alexander,",The general biographical dictionary
1635,nyp.33433082404835,1812,1812,1812,,bio,v. 1,,male,"Hardy, Francis,",Memoirs of the political and private life of James Caulfeild
1636,uc2.ark+=13960=t6251p85f,1812,1812,1812,,bio,v.12,,male,"Chalmers, Alexander,",The general biographical dictionary
1637,mdp.39015067076508,1812,1812,1812,,bio,v.18,,unknown,<blank>,The General biographical dictionary
1638,wu.89072313505,1812,1812,1812,,bio,32,,unknown,<blank>,The General biographical dictionary: containing an historical and critical account of the lives and writings of the most eminent persons in every nation;
1639,nyp.33433008488128,1812,1812,1812,,bio,v. 1,,male,"Campbell, John,",Lives of the British admirals
1640,mdp.39015023169579,1812,1812,1812,,bio,v.21,,unknown,<blank>,The General biographical dictionary
1641,wu.89072313059,1812,1812,1812,,bio,28,,unknown,<blank>,The General biographical dictionary: containing an historical and critical account of the lives and writings of the most eminent persons in every nation;
1642,mdp.39015067076334,1812,1812,1812,,bio,v.16,,unknown,<blank>,The General biographical dictionary
1643,njp.32101007846775,1812,1812,1812,,poe,v.3,,male,"Scott, Walter,",Minstrelsy of the Scottish border
1644,nyp.33433074872684,1812,1812,1812,,poe,,,male,"Southey, Robert,",Thalaba the destroyer
1645,uc2.ark+=13960=t16m3692r,1812,1812,1812,,poe,,,male,"Colman, George,",Poetical vagaries;
1646,nyp.33433068251382,1812,1812,1812,,poe,Copy 1,,male,"Belknap, Jeremy,",Sacred poetry
1647,nyp.33433076040413,1812,1812,1812,,poe,,,male,"Trumbull, John,",M'Fingal
1648,nyp.33433074948302,1812,1812,1812,,poe,,,male,"Stuart, James,",Poems on various subjects
1649,nyp.33433074860168,1812,1812,1812,,poe,,,male,"Habington, William,",Habington's Castara
1650,uiuo.ark+=13960=t2m623x3j,1813,1813,1813,,fic,v.3,,female,"Plumptre, Anne,",The history of myself and my friend;
1651,njp.32101064711557,1813,1813,1813,,fic,vol.1,,female,"Plumptre, Anne,",The history of myself and my friend;
1652,nyp.33433076035462,1813,1813,1813,,fic,,,unknown,"Rowson,",Sarah
1653,hvd.hn3edk,1813,1813,1813,,fic,,,unknown,,The royal convert
1654,loc.ark+=13960=t74t75385,1813,1813,1813,,bio,<blank>,,male,"Williams, Charles Verulam. [from old catalog]",The life administration of the Right Hon. Spencer Perceval;
1655,uc2.ark+=13960=t0pr7qv04,1813,1813,1813,,bio,<blank>,,male,"Reresby, John,","The memoirs and travels of Sir John Reresby, bart"
1656,nyp.33433061825398,1813,1813,1813,,bio,v. 2,,unknown,"Brook, B.",The lives of the Puritans
1657,nyp.33433082353552,1813,1813,1813,,bio,<blank>,,male,"Lee, Charles,",The life and memoirs of the late Major General Lee
1658,wu.89100133370,1813,1813,1813,,bio,v.2,,female,"Marguerite,",Memoirs of Margaret de Valois
1659,mdp.39015014856648,1813,1813,1813,,bio,v.1,,female,"Sterne, Laurence,",The works of Laurence Sterne
1660,nyp.33433082343132,1813,1813,1813,,bio,<blank>,,male,"Waterman, Elijah,",Memoirs of the life and writings of John Calvin
1661,nnc2.ark+=13960=t3pv6jr82,1813,1813,1813,,bio,v. 3 1813,,unknown,"Brook, B.",The lives of the Puritans
1662,uc2.ark+=13960=t9x061x9s,1813,1813,1813,,poe,,,male,"Alexander, William,",Powers of Britain
1663,njp.32101007999640,1813,1813,1813,,poe,v. 2,,male,"Young, Edward,","The works of Edward Young, D. D. author of Night thoughts. Revised and corrected by himself"
1664,loc.ark+=13960=t5v69z22v,1813,1813,1813,,poe,,,male,"Colman, George,",Poetical vagaries; including Broad grins;
1665,nyp.33433076033830,1813,1813,1813,,poe,v. 2,,male,"White, Henry Kirke,",The remains of Henry Kirke White
1666,uc2.ark+=13960=t9765f291,1813,1813,1813,,poe,,,male,"Burns, Robert,","Poems, chiefly Scottish"
1667,uc2.ark+=13960=t1kh0j46t,1813,1813,1813,,poe,,,mostly_female,"Capp, Mary Elizabeth.","The African princess, and other poems"
1668,hvd.hwe4js,1813,1813,1813,,poe,v.1,,female,"More, Hannah,",The works of Hannah More
1669,nnc1.1002268442,1814,1814,1814,,fic,,,unknown,"Corp, Harriet.",An antidote to the miseries of human life
1670,uiuo.ark+=13960=t74t7970r,1814,1814,1814,,fic,v. 5,,female,"Burney, Fanny,",The wanderer
1671,uiuo.ark+=13960=t45q58q09,1814,1814,1814,,fic,v.5,,unknown,"Cuthbertson, Catherine.","Santo Sebastiano, or, The young protector"
1672,njp.32101007065988,1814,1814,1814,,fic,vol.2,,mostly_female,"Brunton, Mary,",Discipline;
1673,nyp.33433074918750,1814,1814,1814,,fic,,,male,"Walker, George,","The vagabond: or, Practical infidelity"
1674,nyp.33433001022502,1814,1814,1814,,fic,,,male,"Lafontaine, August Heinrich Julius,","A tale of ancient times, entitled Romulus"
1675,nyp.33433082376868,1814,1814,1814,,bio,<blank>,,male,"Janeway, James,","Invisibles, realities, demonstrated in the holy life and triumphant death of Mr. John Janeway"
1676,nnc2.ark+=13960=t5n879p81,1814,1814,1814,,bio,v. 4 1814,,male,"Harris, William,",An historical and critical account of the lives and writings of James I. and Charles I. and of the lives of Oliver Cromwell and Charles II
1677,njp.32101019501962,1814,1814,1814,,bio,<blank>,,unknown,<blank>,"The life and missionary labours of that holy man, Francis Xavier"
1678,hvd.hwriwy,1814,1814,1814,,bio,<blank>,,male,"Berwick, Edward,","Lives of Caius Asinius Pollio, Marcus Terentius Varro, and Cneius Cornelius Gallus;"
1679,nnc2.ark+=13960=t9668hk3h,1814,1814,1814,,bio,v. 5 1814,,male,"Harris, William,",An historical and critical account of the lives and writings of James I. and Charles I. and of the lives of Oliver Cromwell and Charles II
1680,uva.x004490828,1814,1814,1814,,bio,V.1,,unknown,Arrian.,Arrian's History of Alexander's expedition
1681,hvd.hxj9b7,1814,1814,1814,,poe,v.4,,unknown,Homer.,The Iliad and Odyssey of Homer
1682,hvd.hwnzib,1814,1814,1814,,poe,,,male,"Byron, George Gordon Byron,",The bride of Abydos
1683,nyp.33433082192554,1814,1814,1814,,poe,v. 2,,unknown,Euripides.,The tragedies of Euripides
1684,nyp.33433082194105,1814,1814,1814,,poe,v. 1,,male,"Elton, Charles Abraham,",Specimens of the classic poets
1685,uc2.ark+=13960=t5q81jd8p,1814,1814,1814,,poe,,,unknown,"Glass, Willison.",Scenes of gloamin'
1686,uc2.ark+=13960=t6nz8458s,1814,1814,1814,,poe,,,unknown,"Wardle, Charlotte.","St. Aelian's; or, The cursing well"
1687,uiuo.ark+=13960=t4cn7c75m,1815,1815,1815,,fic,v.1,,unknown,"Algernon,","The royal wanderer, or, The exile of England"
1688,uiuo.ark+=13960=t3nw0201s,1815,1815,1815,,fic,v.3,,unknown,"Hofland,",A father as he should be
1689,uc1.b3123711,1815,1815,1815,,fic,v.4,,unknown,"Johnstone, C. I.",Clan-Albin
1690,uiuo.ark+=13960=t4fn1rw6h,1815,1815,1815,,fic,v.2,,female,"Peck, Frances,","Vaga; or, A view of nature"
1691,nyp.33433082337233,1815,1815,1815,,bio,<blank>,,unknown,"Barrington, Shute,","The political life of William Wildman, viscount Barrington"
1692,mdp.39015008355854,1815,1815,1815,,bio,v.1,,male,"Coxe, William,","Memoirs of the kings of Spain of the House of Bourbon, from the accession of Philip V. to the death of Charles III. 1700 to 1788"
1693,nyp.33433076080195,1815,1815,1815,,bio,<blank>,,male,"Ascham, Roger,","The English works of Roger Ascham, preceptor to Queen Elizabeth"
1694,uc2.ark+=13960=t7pn91x4b,1815,1815,1815,,poe,v.2,,unknown,,"A Collection of ancient and modern Scottish ballads, tales, and songs"
1695,wu.89090374398,1815,1815,1815,,poe,,,male,"Grant, Johnson,",Arabia
1696,hvd.hnmxyz,1815,1815,1815,,poe,,,male,"Daniel, George,",The modern Dunciad
1697,nyp.33433057515235,1815,1815,1815,,poe,v. 2,,male,"Milton, John,",The poetical works of John Milton
1698,nnc1.0035532629,1815,1815,1815,,poe,v.2,,male,"Bonaparte, Lucien,","Charlemagne ; or, The church delivered"
1699,uc2.ark+=13960=t9571c728,1816,1816,1816,,fic,v.01,,unknown,"Ryley, S. W.",The itinerant;
1700,nyp.33433074868542,1816,1816,1816,,fic,v. 2,,unknown,"Hofland,",The affectionate brothers
1701,mdp.39015016424114,1816,1816,1816,,fic,v.1,,male,"Godwin, William,",Things as they are;
1702,uc2.ark+=13960=t6qz25r28,1816,1816,1816,,fic,v.2,,male,"Espinel, Vicente,",The history of the life of the Squire Marcos de Obregon
1703,uiuo.ark+=13960=t76t1998v,1816,1816,1816,,fic,v.1,,male,"Scott, Walter,",Tales of my landlord
1704,nnc1.1002277646,1816,1816,1816,,fic,,,unknown,,"Gulzara, princess of Persia; or, The virgin queen"
1705,uiuo.ark+=13960=t8gf19s26,1816,1816,1816,,fic,v.2,,female,"Lamb, Caroline,",Glenarvon
1706,uc1.b287471,1816,1816,1816,,fic,v. 2,,female,"Opie, Amelia (Anderson)",Valentine's eve
1707,mdp.39015063937695,1816,1816,1816,,fic,v.1,,male,"Moore, John,",Edward
1708,njp.32101068163797,1816,1816,1816,,fic,vol.3,,unknown,,Lavinia Fitz-Aubyn
1709,mdp.39015058467419,1816,1816,1816,,bio,<blank>,,male,"Guillaume de Vaudoncourt, Frédéric,",Memoirs on the Ionian Islands
1710,nnc1.50180658,1816,1816,1816,,bio,<blank>,,male,"Vaughan, Edward Thomas.",Some account of the Reverend Thomas Robinson
1711,yale.39002008728843,1816,1816,1816,,bio,v.5,,male,"Wrangham, Francis,",The British Plutarch
1712,loc.ark+=13960=t33201g8s,1816,1816,1816,,bio,<blank>,,unknown,<blank>,An answer to certain parts of a work published by Mathew Carey
1713,uc2.ark+=13960=t41r6rc41,1816,1816,1816,,bio,v.2,,unknown,"Poplicola, Demodocus,","John Bull's Bible; or, Memoirs of the stewardship and stewards of John Bull's manor of Great Albion"
1714,njp.32101076045663,1816,1816,1816,,poe,,,unknown,,A poetical epistle to Lord Byron
1715,nyp.33433068251481,1816,1816,1816,,poe,,,unknown,,A collection of psalms and hymns
1716,loc.ark+=13960=t7mp5n66j,1816,1816,1816,,poe,,,male,"Young, Edward,","Night thoughts on life, death & immortality"
1717,nyp.33433074899786,1816,1816,1816,,poe,,,female,"Knight, Ann Cuthbert,",A year in Canada
1718,nyp.33433076033772,1816,1816,1816,,poe,,,male,"Maxwell, William,",Poems
1719,nyp.33433074819735,1816,1816,1816,,poe,v. 3,,male,"Cowper, William,",Poems
1720,wu.89098526635,1816,1816,1816,,poe,,,unknown,,"Dolarnys primrose, or, The first part of the passionate hermit"
1721,mdp.39015063702545,1817,1817,1817,,fic,,,unknown,"Chiari, Pietro.",The prize in the lottery;
1722,mdp.39015063691003,1817,1817,1817,,fic,v.1,,female,"Genlis, Stéphanie Félicité,",Placide
1723,hvd.hn1gju,1817,1817,1817,,fic,,,female,"Genlis, Stéphanie Félicité,",Placide
1724,njp.32101065841809,1817,1817,1817,,fic,v. 2,,female,"Brooke, Frances,",Manners
1725,pst.000007344923,1817,1817,1817,,fic,v.1,,unknown,"Aulnoy,",Fairy tales and novels
1726,njp.32101065841817,1817,1817,1817,,fic,v. 3,,female,"Brooke, Frances,",Manners
1727,uc2.ark+=13960=t0tq5x823,1817,1817,1817,,bio,<blank>,,male,"Vaux, Roberts,",Memoirs of the life of Anthony Benezet
1728,hvd.hx2pgr,1817,1817,1817,,bio,<blank>,,male,"Grosvenor, Thomas Peabody,","A sketch of the life, last sickness, and death of Mrs. Mary Jane Grosvenor"
1729,uc1.b4104660,1817,1817,1817,,poe,,,male,"Moore, Thomas,",Lalla Rookh
1730,nnc1.0038553473,1817,1817,1817,,poe,v.3,,male,"Milton, John,",Paradise lost
1731,uc2.ark+=13960=t05x2jh0r,1817,1817,1817,,poe,,,unknown,"Kennedy, Rann,","A poem on the death of her Royal Highness, The Princess Charlotte of Wales and Saxe Cobourg"
1732,uiuo.ark+=13960=t9v12pv2k,1818,1818,1818,,fic,v.1,,female,"Stanhope, Louisa Sidney.","The bandit's bride, or, The maid of Saxony. A romance"
1733,uiuo.ark+=13960=t6qz2xw44,1818,1818,1818,,fic,v.1,,unknown,"Davenport, Selina.",An angel's form and a devil's heart
1734,uiuo.ark+=13960=t6xw5202g,1818,1818,1818,,fic,v.1,,female,"Opie, Amelia Alderson,",New tales
1735,mdp.39015063953809,1818,1818,1818,,fic,v.2,,unknown,"Ryley, Ann.",Fanny Fitz-York
1736,uiuo.ark+=13960=t0ht3921z,1818,1818,1818,,fic,v.3,,female,"Stanhope, Louisa Sidney.","The bandit's bride, or, The maid of Saxony. A romance"
1737,hvd.hxj3k8,1818,1818,1818,,bio,v.1,,female,"Aikin, Lucy,",Memoirs of the court of Queen Elizabeth
1738,nyp.33433082469580,1818,1818,1818,,bio,<blank>,,male,"Neale, Adam,","Travels through some parts of Germany, Poland, Moldavia, and Turkey"
1739,uc1.$b747739,1818,1818,1818,,bio,v.6,,male,"Campbell, John,",Naval history of Great Britain
1740,uc2.ark+=13960=t0xp78q1x,1818,1818,1818,,bio,v.07 pt.02,,male,"Aikin, John,",General biography;
1741,uc2.ark+=13960=t6g168c8h,1818,1818,1818,,bio,v.05 pt.01,,male,"Aikin, John,",General biography;
1742,nyp.33433082364286,1818,1818,1818,,bio,v. 4,,male,"Franklin, Benjamin,",Memoirs of the life and writings of B.F
1743,nnc1.50201897,1818,1818,1818,,bio,<blank>,,unknown,"Watkins, John.","Scripture biography, or, Lives and characters of the principal personages recorded in the Old and New Testament"
1744,hvd.32044077912624,1818,1818,1818,,bio,<blank>,,female,"Rogers, Hester Ann,",An account of the experience of Mrs. H.A. Rogers
1745,uc2.ark+=13960=t6737136z,1818,1818,1818,,poe,v.49,,male,"Park, Thomas,",The works of the British poets;
1746,uc2.ark+=13960=t6251k07k,1818,1818,1818,,poe,,,unknown,,Violanthe;
1747,nyp.33433076035090,1818,1818,1818,,poe,,,male,"Neal, John,",Battle of Niagara
1748,nyp.33433076030471,1818,1818,1818,,poe,,,unknown,"Coffin, R. S.",The miscellaneous poems of the Boston Bard
1749,njp.32101037622386,1818,1818,1818,,poe,,,male,"Wilson, Alexander,",The foresters
1750,nyp.33433051576001,1818,1818,1818,,poe,,,male,"Eustaphieve, Alexis,","Demetrius, the hero of the Don"
1751,nyp.33433074906706,1818,1818,1818,,poe,,,mostly_female,"Hunt, Leigh,",Foliage; or Poems original and translated
1752,uc2.ark+=13960=t9765qr8t,1818,1818,1818,,poe,v.05,,male,"Park, Thomas,",The works of the British poets;
1753,uc1.b3119635,1818,1818,1818,,poe,,,male,"Mitford, John,",The poems of a British sailor
1754,njp.32101035423555,1818,1818,1818,,poe,v.1,,female,"More, Hannah,",Works
1755,uc2.ark+=13960=t5n87h53c,1818,1818,1818,,poe,v.15,,male,"Park, Thomas,",The works of the British poets;
1756,uiuo.ark+=13960=t2k65383v,1819,1819,1819,,fic,v.2,,unknown,"Rennie,.",Saint Patrick
1757,njp.32101067173029,1819,1819,1819,,fic,v.7,,male,"Scott, Walter,",Novels and tales of the author of Waverley
1758,nyp.33433074868559,1819,1819,1819,,fic,,,unknown,"Hofland,",The affectionate brothers
1759,uiuo.ark+=13960=t88g9646w,1819,1819,1819,,fic,v.3,,female,"O'Keeffe, Adelaide,",Dudley
1760,nyp.33433074863246,1819,1819,1819,,fic,v. 2,,male,"Ross,",Hesitation
1761,mdp.39015037394049,1819,1819,1819,,fic,v.2,,unknown,,Antar
1762,nyp.33433082366414,1819,1819,1819,,bio,v. 2,,unknown,"Benger, E.",Memoirs of the late Mrs. Elizabeth Hamilton
1763,nnc1.0114299348,1819,1819,1819,,bio,v.3,,male,"Lathy, Thomas Pike,",Memoirs of the court of Louis XIV;
1764,uc2.ark+=13960=t6xw4k07q,1819,1819,1819,,bio,v.2,,male,"Rose, William Stewart,",Letters from the north of Italy
1765,nyp.33433069132805,1819,1819,1819,,bio,<blank>,,female,"Ripley, Dorothy,",The bank of faith and works united
1766,nyp.33433082347562,1819,1819,1819,,bio,<blank>,,unknown,<blank>,Authentic memoirs of the lives of Mr. and Mrs. Coutts
1767,nyp.33433082537048,1819,1819,1819,,bio,v. 3,,male,"Caulfield, James,","Portraits, memoirs, and characters, of remarkable persons, from the revolution in 1688 to the end of the reign of George II"
1768,yale.39002004837929,1819,1819,1819,,bio,<blank>,,male,"Farington, Joseph,",Memoirs of the life of Sir Joshua Reynolds; with some observations on his talent and character
1769,nyp.33433069349441,1819,1819,1819,,bio,<blank>,,unknown,"Macleay, K.",Historical memoirs of Rob Roy and the clan Macgregor;
1770,wu.89099192106,1819,1819,1819,,poe,v.23,,unknown,,The works of the British poets
1771,nyp.33433003253311,1819,1819,1819,,poe,,,unknown,,One hundred plates illustrative of the principal scenes in Shakespeare's plays
1772,uc1.b3569925,1819,1819,1819,,poe,v.2,,male,"Crabbe, George,",Tales of the hall
1773,nyp.33433074927660,1820,1820,1820,,fic,v. 17 (Crusoe; part 2),,unknown,,The British novelists
1774,nyp.33433074927694,1820,1820,1820,,fic,v. 15 (Grandison; part 7),,unknown,,The British novelists
1775,mdp.39015078550376,1820,1820,1820,,fic,v.2,,male,"Defoe, Daniel,",The life and adventures of Robinson Crusoe
1776,njp.32101072857939,1820,1820,1820,,fic,v.8,,male,"Richardson, Samuel,","Clarissa, or, The history of a young lady"
1777,mdp.39015063938685,1820,1820,1820,,fic,,,male,"Huish, Robert,",The brothers;
1778,nyp.33433082533914,1820,1820,1820,,fic,v. 2,,female,"Edgeworth, Maria,","The parent's assistant; or, Stories for children"
1779,njp.32101075728483,1820,1820,1820,,fic,vol. 2,,female,"Opie, Amelia Alderson,",Tales of the heart
1780,uc2.ark+=13960=t84j0kq44,1820,1820,1820,,fic,,,unknown,"Brydges, Egerton,",Sir Ralph Willoughby
1781,njp.32101076781010,1820,1820,1820,,fic,v.2,,female,"Burney, Fanny,",Cecilia
1782,mdp.39015024226477,1820,1820,1820,,bio,<blank>,,unknown,"Barron, Edward.",The royal wanderer
1783,nyp.33433081650966,1820,1820,1820,,bio,<blank>,,female,"Caroline,","The legislatorial trial of Her Majesty Caroline Amelia Elizabeth, Queen of England"
1784,njp.32101068979713,1820,1820,1820,,bio,<blank>,,male,"Taylor, Adam,",Memoirs of the Rev. Dan Taylor
1785,mdp.39015064331179,1820,1820,1820,,bio,<blank>,,male,"Inglis, James,","Sermons of the late Dr. James Inglis, pastor of the First Presbyterian church in Balitmore;"
1786,uva.x030557468,1820,1820,1820,,bio,v.4,,unknown,"Smollett, T.","The miscellaneous works of Tobias Smollett, M. D"
1787,wu.89096294442,1820,1820,1820,,bio,v.2,,unknown,"Andrewes, J.",The memoirs of the life and reign of George the Third
1788,nyp.33433082361712,1820,1820,1820,,bio,v. 6,,male,"Coxe, William,","Memoirs of John, duke of Marlborough"
1789,njp.32101063693848,1820,1820,1820,,bio,<blank>,,male,"Lewis, John,","The life of the learned and Right Reverend Pecock, S.T.P"
1790,mdp.39015016771514,1820,1820,1820,,bio,v.1-2,,male,"Boswell, James,",Johnsoniana;
1791,mdp.39015031946315,1820,1820,1820,,bio,1820 v.4,,unknown,<blank>,"The Royal military calendar, or Army service and commission book"
1792,nnc2.ark+=13960=t3tt4p498,1820,1820,1820,,bio,1820,,male,"Taylor, Adam,",Memoirs of the Rev. Dan Taylor
1793,uva.x000238613,1820,1820,1820,,poe,V.2,,male,"Cowper, William,",Poems
1794,nyp.33433076034044,1820,1820,1820,,poe,,,unknown,,Hours of childhood
1795,hvd.hn2gvx,1821,1821,1821,,fic,v.2,,unknown,"Argus, Arabella.",Ostentation and liberality
